 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
11473,2963,68,146.3,316.517,0,6.266,1.054,1.436,2.11,3.33,0.078
11478,2964,68,12.132,335.466,0,6.032,1.077,1.498,2.25,3.625,0.043
11480,2965,68,494.591,330.567,0,6.51,1.089,1.507,2.241,3.569,0.13
11482,2966,68,110.59,352.385,0,6.689,1.086,1.482,2.171,3.402,0.147
11490,2968,68,217.264,365.553,0,6.636,1.086,1.493,2.207,3.494,0.153
11493,2969,68,87.658,378.421,0,4.959,0.947,1.187,1.58,2.244,0.039
11496,2970,68,314.548,380.183,0,6.189,1.073,1.482,2.212,3.545,0.055
11501,2972,68,318.547,474.458,0,6.301,1.018,1.357,1.948,3.007,0.075
11507,2973,68,418.141,471.458,0,4.269,0.964,1.23,1.676,2.447,0.036
11509,2974,68,382.814,493.32,0,5.975,1.067,1.448,2.112,3.296,0.051
11521,2977,68,185.644,25.779,0,6.608,1.095,1.516,2.261,3.609,0.146
11532,2981,68,338.972,154.621,0,5.157,1.103,1.577,2.446,4.068,0.012
11546,2985,68,316.309,205.102,0,4.063,0.994,1.308,1.854,2.828,0.044
11562,2987,68,36.79,220.676,0,5.211,0.996,1.292,1.797,2.681,0.064
11570,2990,68,148.525,290.403,0,5.731,0.994,1.301,1.831,2.77,0.053
11590,2996,68,77.714,348.258,0,4.784,0.978,1.264,1.749,2.596,0.043
11629,3007,68,169.116,445.67,0,5.323,1.019,1.358,1.945,2.991,0.055
11631,3008,68,355.685,13.448,0,6.547,1.022,1.352,1.918,2.919,0.094
11633,3009,68,303.844,21.665,0,6.46,1.091,1.514,2.264,3.627,0.111
11635,3010,68,328.755,27.511,0,4.834,0.935,1.163,1.534,2.157,0.032
11640,3011,68,193.614,57.707,0,5.659,1,1.306,1.829,2.749,0.05
11648,3012,68,398.298,69.853,0,6.276,1.085,1.515,2.283,3.692,0.059
11650,3013,68,138.156,78.106,0,5.198,1.046,1.42,2.076,3.257,0.047
11653,3014,68,342.057,154.542,0,5.495,1.109,1.582,2.442,4.042,0.022
11656,3015,68,192.78,158.776,0,6.634,1.126,1.586,2.4,3.882,0.103
11658,3016,68,418.376,163.51,0,6.232,1.034,1.394,2.022,3.152,0.068
11661,3017,68,312.504,177.369,0,6.401,1.032,1.371,1.952,2.979,0.105
11663,3018,68,243.484,179.299,0,4.699,0.964,1.227,1.664,2.417,0.036
11667,3019,68,269.671,181.331,0,6.674,1.087,1.48,2.157,3.358,0.149
11669,3020,68,27.617,188.755,0,5.872,1.029,1.373,1.969,3.029,0.055
11671,3021,68,487.319,191.437,0,6.569,1.049,1.424,2.08,3.26,0.14
11674,3022,68,166.319,204.348,0,6.858,1.099,1.518,2.252,3.574,0.088
11676,3023,68,333.602,212.085,0,4.045,1.002,1.318,1.864,2.832,0.043
11680,3024,68,164.362,235.848,0,5.868,1.058,1.453,2.157,3.442,0.043
11684,3025,68,145.816,255.46,0,6.386,1.05,1.417,2.054,3.191,0.116
11687,3026,68,87.805,258.86,0,5.346,1.027,1.379,1.997,3.109,0.051
11696,3027,68,304.304,258.485,0,6.572,1.098,1.514,2.244,3.555,0.141
11698,3028,68,129.296,269.486,0,6.633,1.039,1.403,2.041,3.189,0.12
11700,3029,68,232.734,327.783,0,6.444,1.095,1.507,2.227,3.521,0.11
11703,3030,68,136.543,329.644,0,6.461,1.028,1.363,1.935,2.944,0.107
11705,3031,68,454.52,333.731,0,5.85,1.033,1.385,1.994,3.082,0.055
11710,3032,68,247.465,339.878,0,5.17,0.995,1.285,1.771,2.613,0.063
11712,3033,68,385.671,346.572,0,6.602,1.072,1.468,2.162,3.412,0.153
11715,3034,68,106.188,348.346,0,5.899,1.023,1.366,1.959,3.016,0.054
11717,3035,68,74.518,357.69,0,4.234,0.943,1.179,1.569,2.229,0.032
11724,3036,68,472.77,360.591,0,6.67,1.086,1.487,2.187,3.442,0.15
11728,3037,68,358.478,379.216,0,5.775,1.024,1.37,1.975,3.058,0.056
11731,3038,68,331.86,422.301,0,5.42,1.021,1.351,1.918,2.921,0.045
11736,3039,68,187.631,437.374,0,6.793,1.099,1.529,2.29,3.674,0.112
11741,3040,68,442.39,496.417,0,7.097,1.091,1.511,2.253,3.597,0.025
11744,3041,68,58.564,498.983,0,3.87,0.973,1.258,1.743,2.594,0.023
8187,2063,69,467,336.347,0,3.878,0.967,1.259,1.764,2.663,0.039
8805,2235,69,281.146,112.201,0,5.434,1.055,1.427,2.076,3.238,0.05
9364,2402,69,201.737,119.208,0,5.069,1.004,1.319,1.858,2.809,0.055
9709,2497,69,130.544,313.498,0,6.114,1.017,1.352,1.934,2.971,0.063
9870,2545,69,298.495,384.121,0,4.719,1.014,1.343,1.91,2.918,0.047
9959,2571,69,0.707,185.407,0,1.503,0.614,0.648,0.695,0.762,0.006
9969,2572,69,282.427,190.685,0,6.769,1.054,1.429,2.083,3.257,0.095
10165,2629,69,152.45,327.617,0,6.31,1.013,1.331,1.872,2.823,0.053
10182,2632,69,126.341,324.907,0,4.104,1,1.307,1.834,2.761,0.023
10246,2648,69,329.375,7.674,0,6.846,1.101,1.52,2.253,3.573,0.09
10254,2649,69,338.27,59.924,0,5.418,1.038,1.413,2.077,3.283,0.053
10337,2672,69,485.099,339.655,0,4.193,0.928,1.156,1.53,2.159,0.024
10356,2675,69,307.885,394.513,0,5.664,1.021,1.35,1.914,2.91,0.055
10409,2687,69,269.318,115.647,0,6.419,1.073,1.463,2.141,3.355,0.092
10424,2690,69,268.36,158.695,0,6.503,1.054,1.429,2.086,3.265,0.117
10465,2701,69,270.878,234.749,0,4.873,1.012,1.333,1.886,2.862,0.067
10481,2702,69,326.723,258.401,0,6.459,1.036,1.385,1.988,3.059,0.089
10550,2723,69,325.29,119.161,0,4.702,1.019,1.333,1.862,2.782,0.045
10563,2726,69,244.707,194.921,0,4.275,0.97,1.263,1.774,2.688,0.022
10571,2727,69,331.638,169.057,0,5.173,1.104,1.566,2.398,3.934,0.016
10581,2729,69,405.299,234.261,0,6.029,1.02,1.342,1.889,2.847,0.06
10613,2740,69,255.243,353.787,0,4.988,0.968,1.257,1.753,2.632,0.056
10710,2766,69,309.762,187.165,0,5.93,1.087,1.514,2.278,3.678,0.035
10734,2773,69,291.286,314.286,0,4.674,0.945,1.194,1.609,2.323,0.027
10749,2777,69,336.395,371.805,0,6.214,1.048,1.408,2.028,3.13,0.069
10782,2786,69,275.838,456.745,0,6.604,1.12,1.576,2.385,3.86,0.106
10788,2787,69,379.64,508.721,0,6.345,1.05,1.412,2.038,3.151,0.074
10799,2791,69,434.276,68.681,0,5.452,1.073,1.466,2.152,3.383,0.04
10836,2801,69,342.237,164.93,0,3.92,1.007,1.34,1.918,2.951,0.031
10867,2810,69,442.847,243.124,0,5.061,1.029,1.385,2.007,3.125,0.051
10933,2827,69,208.82,458.258,0,5.786,1.038,1.398,2.028,3.159,0.056
10946,2831,69,340.161,16.543,0,4.919,1.067,1.465,2.165,3.433,0.037
10959,2835,69,331.505,63.943,0,3.854,0.951,1.202,1.618,2.333,0.035
10966,2837,69,11.589,189.777,0,5.762,1.003,1.323,1.876,2.86,0.058
11008,2846,69,158.601,265.253,0,6.61,1.073,1.469,2.164,3.419,0.138
11031,2848,69,287.576,283.4,0,7.026,1.112,1.555,2.336,3.751,0.043
11048,2854,69,86.317,362.587,0,6.124,1.108,1.579,2.437,4.033,0.024
11054,2855,69,485.524,375.578,0,7.021,1.111,1.551,2.327,3.732,0.043
11060,2856,69,184.904,376.343,0,6.473,1.079,1.485,2.2,3.492,0.112
11064,2857,69,247.162,403.652,0,4.801,0.993,1.288,1.786,2.653,0.06
11074,2858,69,316.355,425.823,0,5.576,1.004,1.318,1.856,2.809,0.048
11079,2859,69,107.55,396.466,0,6.753,1.111,1.542,2.298,3.66,0.115
11128,2872,69,189.147,254.096,0,4.948,1.034,1.403,2.053,3.23,0.055
11212,2893,69,328.26,57.886,0,6.483,1.105,1.561,2.38,3.888,0.087
11215,2894,69,212.323,73.698,0,6.772,1.115,1.558,2.342,3.764,0.106
11220,2896,69,22.823,87.553,0,6.536,1.117,1.557,2.331,3.73,0.108
11241,2901,69,202.697,154.324,0,5.839,1.032,1.375,1.97,3.028,0.058
11254,2904,69,65.367,210.137,0,6.227,1.07,1.46,2.141,3.361,0.064
11258,2905,69,277.25,217.65,0,5.221,1.045,1.407,2.037,3.164,0.043
11261,2906,69,124.497,240.336,0,6.645,1.071,1.467,2.164,3.42,0.135
11271,2909,69,23.291,229.263,0,5.062,0.961,1.225,1.672,2.449,0.045
11278,2910,69,291.506,246.372,0,6.766,1.119,1.566,2.356,3.786,0.103
11281,2911,69,98.257,246.715,0,5.336,0.996,1.32,1.888,2.907,0.051
11287,2913,69,44.616,288.403,0,6.122,1.031,1.384,1.999,3.103,0.067
11294,2915,69,171.6,316.573,0,6.061,1.014,1.338,1.892,2.87,0.06
11299,2917,69,432.533,311.622,0,5.949,1.006,1.34,1.926,2.983,0.056
11302,2918,69,199.693,371.593,0,6.716,1.096,1.523,2.276,3.64,0.127
11307,2919,69,201.281,364.753,0,6.504,1.082,1.493,2.217,3.525,0.123
11323,2925,69,385.248,399.622,0,6.528,1.087,1.501,2.231,3.551,0.13
11326,2926,69,413.449,401.745,0,5.409,0.975,1.27,1.779,2.685,0.045
11338,2929,69,187.746,458.652,0,5.415,0.982,1.275,1.776,2.657,0.046
11347,2932,69,66.273,467.369,0,4.852,0.997,1.301,1.82,2.729,0.065
11350,2933,69,16.177,487.363,0,5.967,1.058,1.423,2.051,3.161,0.06
11353,2934,69,429.912,482.484,0,3.751,0.953,1.213,1.65,2.41,0.027
11362,2936,69,110.723,4.456,0,5.121,0.971,1.243,1.702,2.502,0.041
11374,2940,69,439.109,49.637,0,4.28,0.97,1.241,1.698,2.49,0.024
11386,2944,69,346.635,126.056,0,4.615,0.989,1.302,1.849,2.828,0.031
11459,2958,69,395.377,269.036,0,3.829,0.975,1.271,1.781,2.686,0.036
11485,2967,69,488.622,358.785,0,6.628,1.082,1.477,2.164,3.39,0.138
11514,2975,69,288.36,19.402,0,6.826,1.064,1.446,2.111,3.302,0.084
11519,2976,69,394.245,32.286,0,6.772,1.136,1.599,2.419,3.905,0.085
11523,2978,69,243.583,146.573,0,5.629,0.973,1.251,1.723,2.546,0.044
11525,2979,69,348.61,153.845,0,4.348,0.929,1.156,1.527,2.152,0.021
11530,2980,69,4.431,146.206,0,4.391,1.07,1.498,2.265,3.676,0.01
11536,2982,69,411.204,177.715,0,5.727,1.051,1.404,2.006,3.065,0.052
11539,2983,69,485.238,207.364,0,6.227,1.082,1.471,2.141,3.331,0.061
11544,2984,69,111.319,206.766,0,6.007,1.065,1.442,2.094,3.256,0.059
11550,2986,69,295.68,200.217,0,6.66,1.105,1.524,2.255,3.563,0.132
11566,2988,69,423.282,238.366,0,5.419,0.989,1.278,1.767,2.616,0.047
11568,2989,69,67.438,260.306,0,6.694,1.062,1.424,2.044,3.136,0.108
11576,2991,69,187.463,301.296,0,5.917,0.998,1.321,1.882,2.889,0.05
11578,2992,69,473.734,309.37,0,5.683,1.004,1.319,1.86,2.815,0.057
11580,2993,69,103.734,337.633,0,6.947,1.152,1.649,2.538,4.172,0.035
11585,2994,69,401.473,344.646,0,6.833,1.069,1.463,2.155,3.405,0.088
11588,2995,69,217.759,333.476,0,6.542,1.117,1.555,2.326,3.717,0.111
11591,2996,69,83.322,344.372,0,4.448,0.95,1.194,1.597,2.281,0.017
11598,2997,69,361.63,335.527,0,6.128,1.014,1.342,1.908,2.913,0.061
11600,2998,69,67.662,338.387,0,6.654,1.109,1.528,2.256,3.556,0.131
11602,2999,69,139.431,354.839,0,6.357,1.07,1.464,2.156,3.403,0.074
11605,3000,69,250.898,371.829,0,4.907,1.04,1.41,2.064,3.248,0.055
11614,3001,69,423.13,361.183,0,5.366,1.031,1.387,2.012,3.137,0.056
11616,3002,69,209.429,387.726,0,6.437,1.033,1.383,1.991,3.076,0.084
11618,3003,69,452.186,387.827,0,5.494,1.053,1.42,2.056,3.19,0.043
11620,3004,69,29.105,379.687,0,4.902,1.01,1.331,1.884,2.861,0.068
11623,3005,69,499.77,412.275,0,4.874,1.012,1.339,1.903,2.905,0.067
11625,3006,69,373.516,409.262,0,6.795,1.108,1.554,2.347,3.794,0.102
11654,3014,69,347.25,157.835,0,5.292,1.037,1.404,2.052,3.225,0.048
11664,3018,69,245.952,174.602,0,3.718,0.991,1.3,1.833,2.781,0.021
11675,3022,69,159.421,200.304,0,5.492,0.969,1.245,1.71,2.521,0.038
11677,3023,69,340.727,206.391,0,6.489,1.057,1.437,2.103,3.299,0.116
11699,3028,69,137.596,264.63,0,6.958,1.112,1.542,2.297,3.655,0.055
11711,3032,69,247.509,337.145,0,6.06,1.041,1.399,2.02,3.131,0.067
11737,3039,69,187.708,431.355,0,5.296,0.989,1.287,1.797,2.694,0.041
11747,3042,69,124.534,1.428,0,4.441,1.057,1.422,2.05,3.163,0.013
11749,3043,69,244.408,4.613,0,3.925,0.929,1.156,1.528,2.155,0.028
11751,3044,69,429.75,29.557,0,6.279,1.037,1.37,1.935,2.922,0.065
11753,3045,69,196.359,38.272,0,6.755,1.087,1.493,2.204,3.481,0.121
11759,3046,69,150.522,67.874,0,5.774,1.033,1.398,2.043,3.21,0.056
11763,3047,69,181.52,68.273,0,5.606,0.989,1.274,1.755,2.59,0.047
11766,3048,69,230.176,77.372,0,6.598,1.09,1.505,2.233,3.546,0.139
11775,3049,69,392.736,85.318,0,6.518,1.081,1.486,2.195,3.471,0.129
11779,3050,69,406.41,94.443,0,5.154,0.952,1.203,1.624,2.352,0.03
11781,3051,69,178.058,137.387,0,4.815,1.007,1.325,1.875,2.852,0.064
11783,3052,69,6.787,148.444,0,4.758,1.042,1.413,2.061,3.229,0.04
11787,3053,69,206.838,151.393,0,3.741,0.924,1.155,1.537,2.189,0.021
11795,3054,69,92.791,170.519,0,4.063,0.943,1.202,1.643,2.419,0.03
11797,3055,69,297.471,171.809,0,6.15,1.018,1.34,1.888,2.849,0.06
11801,3056,69,251.755,194.263,0,4.567,0.983,1.28,1.791,2.693,0.024
11804,3057,69,330.316,197.245,0,5.05,0.972,1.275,1.806,2.764,0.055
11807,3058,69,420.203,216.438,0,4.079,0.944,1.176,1.551,2.177,0.027
11811,3059,69,281.192,219.739,0,5.177,1.051,1.439,2.126,3.37,0.038
11816,3060,69,347.942,219.495,0,3.995,0.985,1.275,1.767,2.627,0.035
11821,3061,69,160.462,220.545,0,6.315,1.032,1.399,2.049,3.229,0.071
11823,3062,69,368.226,230.385,0,5.013,0.949,1.2,1.621,2.349,0.041
11828,3063,69,289.698,251.557,0,6.47,1.051,1.418,2.056,3.196,0.105
11830,3064,69,250.411,253.42,0,7.063,1.069,1.46,2.144,3.374,0.027
11832,3065,69,479.882,264.877,0,3.86,1.011,1.345,1.926,2.967,0.03
11837,3066,69,146.33,274.515,0,5.66,0.994,1.301,1.83,2.768,0.054
11839,3067,69,383.53,281.51,0,7.084,1.125,1.589,2.418,3.933,0.031
11844,3068,69,138.195,282.65,0,5.995,1.069,1.455,2.126,3.327,0.056
11852,3069,69,508.287,339.262,0,6.805,1.136,1.59,2.386,3.818,0.084
11862,3070,69,279.838,345.783,0,5.347,1.037,1.392,2.008,3.109,0.054
11868,3071,69,106.478,364.463,0,6.524,1.052,1.424,2.072,3.232,0.119
11870,3072,69,347.688,367.463,0,6.789,1.092,1.501,2.215,3.495,0.112
11872,3073,69,19.364,380.266,0,6.562,1.09,1.509,2.248,3.587,0.135
11874,3074,69,374.559,380.506,0,5.977,1.029,1.366,1.945,2.97,0.062
11883,3075,69,427.361,421.807,0,6.134,1.079,1.478,2.176,3.431,0.055
11885,3076,69,164.117,430.494,0,5.825,1.028,1.376,1.983,3.069,0.058
11890,3077,69,128.217,444.336,0,6.264,1.095,1.513,2.25,3.58,0.05
11892,3078,69,66.307,457.427,0,6.53,1.056,1.418,2.042,3.147,0.117
11895,3079,69,241.201,478.151,0,5.057,1.025,1.366,1.956,3.006,0.054
11900,3080,69,319.316,490.54,0,6.562,1.049,1.418,2.057,3.197,0.118
11906,3081,69,493.842,496.568,0,4.838,0.955,1.212,1.645,2.393,0.043
11909,3082,69,169.339,502.44,0,6.745,1.068,1.462,2.154,3.404,0.116
9365,2402,70,197.534,127.565,0,6.976,1.133,1.593,2.405,3.878,0.049
9397,2408,70,334.178,220.689,0,6.188,1.068,1.45,2.116,3.308,0.086
9710,2497,70,136.864,312.905,0,3.779,1.006,1.326,1.875,2.842,0.018
10202,2636,70,203.755,432.762,0,5.098,0.994,1.288,1.783,2.643,0.067
10232,2644,70,50.746,453.383,0,6.728,1.074,1.484,2.213,3.541,0.126
10255,2649,70,344.305,59.731,0,6.46,1.071,1.461,2.142,3.364,0.128
10338,2672,70,483.436,346.721,0,5.604,1,1.314,1.856,2.819,0.043
10385,2680,70,68.626,483.148,0,5.038,0.97,1.252,1.732,2.575,0.069
10624,2742,70,54.362,346.761,0,6.723,1.094,1.506,2.226,3.522,0.125
10681,2759,70,254.425,121.636,0,6.525,1.083,1.481,2.174,3.412,0.13
10711,2766,70,305.649,185.575,0,6.592,1.063,1.46,2.165,3.448,0.131
10718,2767,70,433.835,229.787,0,4.95,1.024,1.364,1.955,3.007,0.063
10820,2797,70,291.918,123.732,0,4.885,1.01,1.331,1.882,2.857,0.069
10885,2815,70,201.187,243.508,0,5.131,1.012,1.336,1.896,2.888,0.059
10920,2825,70,103.347,411.728,0,6.436,1.108,1.533,2.275,3.61,0.1
10927,2826,70,195.617,444.758,0,5.579,1.003,1.332,1.91,2.952,0.042
10974,2838,70,9.161,207.318,0,4.49,0.97,1.287,1.854,2.895,0.041
10981,2839,70,161.609,183.44,0,7.041,1.108,1.548,2.327,3.747,0.038
10999,2844,70,96.684,200.289,0,6.319,1.057,1.415,2.027,3.106,0.098
11055,2855,70,490.26,375.227,0,6.311,1.116,1.567,2.37,3.834,0.056
11088,2860,70,409.306,417.244,0,4.758,0.995,1.291,1.793,2.669,0.055
11105,2867,70,241.185,130.858,0,5.436,1.054,1.432,2.097,3.295,0.034
11138,2873,70,342.611,257.182,0,6.19,1.073,1.465,2.148,3.373,0.083
11145,2875,70,260.465,307.224,0,6.475,1.036,1.391,2.011,3.124,0.109
11155,2878,70,289.739,330.312,0,4.788,0.986,1.279,1.779,2.655,0.059
11166,2882,70,188.308,355.323,0,6.702,1.078,1.48,2.186,3.459,0.129
11170,2883,70,119.469,373.879,0,5.763,1.034,1.388,2.002,3.1,0.057
11176,2884,70,225.498,386.898,0,6.295,1.046,1.411,2.045,3.179,0.093
11186,2886,70,263.227,405.157,0,4.725,1.004,1.332,1.902,2.919,0.044
11204,2891,70,5.282,483.233,0,4.949,1.005,1.34,1.932,3.007,0.07
11228,2899,70,333.237,135.135,0,4.92,1,1.332,1.914,2.963,0.071
11354,2934,70,436.684,476.35,0,6.695,1.105,1.538,2.303,3.69,0.115
11368,2938,70,200.573,22.723,0,6.555,1.08,1.479,2.176,3.428,0.131
11375,2940,70,443.455,55.745,0,6.701,1.095,1.511,2.243,3.563,0.126
11378,2941,70,196.32,72.561,0,6.94,1.138,1.599,2.412,3.881,0.054
11383,2943,70,392.335,102.391,0,5.034,0.965,1.238,1.701,2.509,0.066
11389,2945,70,168.302,150.348,0,5.413,0.957,1.213,1.64,2.374,0.03
11396,2947,70,256.598,162.378,0,3.355,0.883,1.059,1.335,1.782,0.006
11406,2949,70,213.822,191.423,0,6.511,1.098,1.517,2.251,3.569,0.118
11409,2950,70,75.59,197.798,0,6.131,1.07,1.461,2.145,3.378,0.08
11416,2951,70,258.127,204.125,0,4.369,1.024,1.381,2.011,3.149,0.023
11427,2953,70,291.588,224.736,0,6.378,1.064,1.458,2.154,3.415,0.113
11437,2954,70,378.734,242.516,0,4.61,0.947,1.19,1.59,2.272,0.031
11454,2957,70,491.618,276.076,0,3.756,0.948,1.192,1.599,2.296,0.021
11462,2959,70,122.356,269.351,0,6.722,1.09,1.506,2.237,3.558,0.125
11465,2960,70,394.514,293.325,0,6.682,1.064,1.451,2.13,3.351,0.126
11474,2963,70,155.57,317.187,0,5.648,1.015,1.338,1.893,2.87,0.052
11486,2967,70,494.764,362.464,0,6.394,1.11,1.55,2.326,3.731,0.081
11491,2968,70,215.25,376.505,0,6.557,1.093,1.507,2.231,3.531,0.125
11497,2970,70,320.555,369.339,0,6.595,1.046,1.408,2.038,3.161,0.111
11502,2972,70,302.648,479.538,0,6.835,1.072,1.479,2.201,3.514,0.094
11510,2974,70,373.134,480.696,0,4.464,0.978,1.271,1.775,2.67,0.043
11533,2981,70,331.334,158.116,0,5.391,1.108,1.566,2.39,3.906,0.02
11547,2985,70,320.336,209.632,0,4.522,0.94,1.164,1.526,2.125,0.029
11551,2986,70,289.154,205.382,0,6.12,1.072,1.476,2.189,3.482,0.074
11563,2987,70,25.172,213.365,0,4.354,0.966,1.222,1.644,2.365,0.038
11571,2990,70,149.417,294.29,0,6.446,1.029,1.357,1.916,2.893,0.089
11592,2996,70,84.276,346.651,0,4.963,0.977,1.251,1.711,2.502,0.071
11621,3004,70,34.511,375.326,0,6.899,1.086,1.486,2.18,3.422,0.074
11630,3007,70,162.088,446.32,0,5.179,1.004,1.323,1.877,2.862,0.055
11632,3008,70,346.117,28.17,0,4.581,0.981,1.277,1.786,2.684,0.036
11634,3009,70,292.343,34.771,0,6.323,1.048,1.413,2.048,3.181,0.098
11636,3010,70,325.713,23.557,0,6.404,1.075,1.455,2.107,3.257,0.119
11641,3011,70,199.308,57.428,0,5.325,0.987,1.282,1.788,2.68,0.044
11649,3012,70,417.666,67.238,0,6.444,1.071,1.47,2.172,3.44,0.125
11651,3013,70,136.817,76.137,0,5.471,1.045,1.428,2.107,3.341,0.034
11657,3015,70,198.444,165.163,0,4.506,0.977,1.264,1.756,2.626,0.041
11659,3016,70,403.832,163.516,0,6.377,1.038,1.38,1.965,2.997,0.097
11662,3017,70,321.694,179.369,0,6.741,1.082,1.482,2.181,3.435,0.123
11665,3018,70,246.455,178.925,0,4.299,0.948,1.197,1.611,2.324,0.03
11668,3019,70,277.307,171.846,0,5.857,1.078,1.477,2.176,3.432,0.033
11670,3020,70,27.392,186.447,0,6.098,1.021,1.358,1.943,2.987,0.071
11672,3021,70,500.576,203.608,0,6.807,1.064,1.45,2.127,3.349,0.095
11678,3023,70,342.231,204.467,0,3.852,0.953,1.205,1.626,2.353,0.02
11681,3024,70,156.301,235.767,0,6.137,1.058,1.456,2.164,3.457,0.081
11685,3025,70,138.31,248.487,0,6.812,1.102,1.528,2.278,3.631,0.101
11688,3026,70,79.266,271.357,0,6.593,1.08,1.476,2.166,3.404,0.132
11697,3027,70,294.77,268.801,0,6.567,1.139,1.619,2.474,4.038,0.057
11701,3029,70,220.638,317.671,0,6.577,1.089,1.492,2.192,3.443,0.129
11704,3030,70,137.867,320.514,0,6.143,1.042,1.407,2.042,3.181,0.085
11706,3031,70,452.097,330.769,0,3.794,0.986,1.285,1.795,2.69,0.021
11713,3033,70,386.266,340.287,0,6.921,1.073,1.454,2.112,3.281,0.059
11716,3034,70,101.202,353.546,0,6.633,1.127,1.585,2.399,3.883,0.083
11718,3035,70,75.219,349.673,0,4.974,1.01,1.324,1.86,2.801,0.074
11725,3036,70,476.536,353.344,0,3.937,0.906,1.111,1.449,2.021,0.012
11729,3037,70,360.627,372.391,0,5.948,1.013,1.328,1.864,2.804,0.045
11732,3038,70,331.384,431.241,0,5.739,1.006,1.333,1.902,2.919,0.056
11738,3039,70,194.632,431.377,0,6.816,1.115,1.559,2.342,3.765,0.09
11742,3040,70,440.296,494.789,0,3.646,0.953,1.199,1.606,2.296,0.02
11745,3041,70,70.748,507.428,0,6.332,1.042,1.394,2.002,3.08,0.095
11798,3055,70,300.609,174.074,0,5.67,1.02,1.373,1.995,3.125,0.056
11817,3060,70,345.429,210.355,0,6.709,1.078,1.491,2.222,3.552,0.129
11886,3076,70,163.388,439.362,0,6.362,1.049,1.41,2.035,3.146,0.106
11911,3083,70,228.845,1.546,0,3.559,0.938,1.138,1.44,1.909,0.013
11913,3084,70,219.369,9.511,0,6.957,1.08,1.481,2.186,3.454,0.056
11915,3085,70,207.623,18.259,0,6.048,1.032,1.383,1.994,3.089,0.067
11922,3086,70,324.347,18.509,0,5.813,0.97,1.251,1.729,2.566,0.032
11925,3087,70,439.783,41.815,0,6.091,1.08,1.48,2.183,3.449,0.066
11927,3088,70,329.364,46.573,0,5.639,1,1.32,1.877,2.872,0.049
11930,3089,70,168.886,58.793,0,5.155,1.02,1.377,2.01,3.161,0.046
11932,3090,70,231.421,61.255,0,6.763,1.079,1.476,2.169,3.411,0.117
11936,3091,70,383.168,97.613,0,6.284,1.063,1.439,2.09,3.246,0.093
11939,3092,70,216.606,113.282,0,4.756,0.958,1.211,1.629,2.344,0.045
11941,3093,70,379.414,123.381,0,4.065,0.951,1.219,1.679,2.489,0.017
11943,3094,70,19.645,141.563,0,6.064,0.991,1.277,1.756,2.583,0.039
11945,3095,70,492.462,141.379,0,6.704,1.059,1.436,2.093,3.27,0.117
11948,3096,70,102.307,157.86,0,4.133,0.984,1.292,1.832,2.8,0.017
11958,3097,70,294.346,184.281,0,6.938,1.113,1.543,2.296,3.649,0.066
11962,3098,70,296.738,216.692,0,6.412,1.062,1.443,2.106,3.295,0.121
11964,3099,70,436.25,217.064,0,4.067,0.988,1.294,1.823,2.762,0.017
11966,3100,70,400.516,218.758,0,6.471,1.05,1.404,2.011,3.082,0.116
11968,3101,70,266.323,219.395,0,5.054,0.964,1.219,1.64,2.356,0.058
11970,3102,70,431.322,224.452,0,5.289,0.968,1.239,1.697,2.492,0.04
11972,3103,70,273.661,251.372,0,5.472,1.1,1.535,2.309,3.725,0.025
11974,3104,70,171.233,255.39,0,6.709,1.071,1.46,2.139,3.357,0.125
11987,3105,70,373.461,258.374,0,6.642,1.067,1.453,2.127,3.337,0.129
11989,3106,70,430.505,266.335,0,6.72,1.057,1.439,2.113,3.33,0.116
11991,3107,70,198.79,289.651,0,5.843,1.026,1.372,1.976,3.058,0.051
11993,3108,70,466.606,295.221,0,5.345,1.004,1.325,1.881,2.87,0.044
11997,3109,70,129.556,297.675,0,6.484,1.05,1.422,2.074,3.248,0.123
12002,3110,70,293.406,337.178,0,5.903,1.021,1.361,1.951,3.005,0.047
12011,3111,70,346.598,340.761,0,5.944,1.032,1.383,1.998,3.104,0.049
12013,3112,70,148.848,342.261,0,5.792,1.064,1.441,2.091,3.25,0.047
12015,3113,70,340.456,353.318,0,6.826,1.096,1.513,2.245,3.563,0.099
12023,3114,70,500.632,353.33,0,6.796,1.111,1.546,2.312,3.697,0.099
12027,3115,70,193.365,357.168,0,4.836,0.965,1.221,1.642,2.357,0.054
12038,3116,70,241.779,362.7,0,4.953,0.986,1.272,1.758,2.603,0.075
12040,3117,70,242.264,385.211,0,4.879,1.001,1.303,1.812,2.696,0.071
12051,3118,70,283.29,388.687,0,5.026,0.978,1.255,1.721,2.527,0.071
12058,3119,70,468.141,389.465,0,5.703,1.036,1.39,2.007,3.112,0.057
12064,3120,70,29.245,395.696,0,4.904,0.996,1.298,1.815,2.722,0.074
12066,3121,70,425.603,405.841,0,6.091,1.037,1.384,1.98,3.034,0.076
12068,3122,70,77.615,432.501,0,7.101,1.106,1.542,2.314,3.715,0.024
12071,3123,70,267.599,443.453,0,7.005,1.095,1.511,2.24,3.554,0.047
12073,3124,70,194.129,450.801,0,4.825,0.998,1.319,1.876,2.869,0.063
12076,3125,70,251.663,466.074,0,5.227,0.993,1.299,1.823,2.749,0.05
12080,3126,70,81.128,500.502,0,3.603,0.969,1.253,1.742,2.611,0.017
