Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID252,252,0,-1,300.519,153.485,0,0,0,5,1,-10921639,133.608,135,90,171,12960,19.518,8.873,0.156,1.849
ID292,292,0,-1,300.519,154.554,0,1,1,5,1,-10921639,127.010,134,75,173,12320,27.605,8.928,0.125,1.019
ID328,328,0,-1,299.450,154.020,0,2,2,5,1,-10921639,125.856,129,74,169,12208,25.795,8.870,0.147,1.251
ID364,364,0,-1,301.054,152.416,0,3,3,5,1,-10921639,134.856,137,100,168,13081,17.525,8.871,0.161,2.130
ID400,400,0,-1,299.985,153.485,0,4,4,5,1,-10921639,131.423,134,89,167,12748,20.222,8.853,0.155,1.745
ID457,457,0,-1,300.519,154.020,0,5,5,5,1,-10921639,130.247,136,83,168,12634,22.734,8.903,0.141,1.414
ID493,493,0,-1,300.519,154.020,0,6,6,5,1,-10921639,130.722,136,82,170,12680,23.210,8.909,0.142,1.398
ID529,529,0,-1,299.985,151.881,0,7,7,5,1,-10921639,132.711,134,100,171,12873,19.343,8.856,0.162,1.914
ID565,565,0,-1,299.450,153.485,0,8,8,5,1,-10921639,128.134,128,82,168,12429,22.423,8.863,0.153,1.520
ID601,601,0,-1,299.985,152.416,0,9,9,5,1,-10921639,130.979,132,100,169,12705,18.819,8.857,0.158,1.903
ID637,637,0,-1,298.915,152.416,0,10,10,5,1,-10921639,128.113,129,90,168,12427,21.169,8.807,0.146,1.545
ID673,673,0,-1,299.450,151.346,0,11,11,5,1,-10921639,127.619,125,91,168,12379,20.739,8.873,0.141,1.521
ID709,709,0,-1,299.985,152.950,0,12,12,5,1,-10921639,128.031,131,85,168,12419,22.082,8.871,0.144,1.461
ID745,745,0,-1,301.589,151.346,0,13,13,5,1,-10921639,131.794,131,92,168,12784,18.059,8.905,0.153,1.937
ID787,787,0,-1,301.589,151.881,0,14,14,5,1,-10921639,131.887,133,95,165,12793,17.421,8.893,0.149,1.969
ID820,820,0,-1,301.589,153.485,0,15,15,5,1,-10921639,130.175,133,87,165,12627,18.775,8.923,0.138,1.677
ID856,856,0,-1,299.985,151.881,0,16,16,5,1,-10921639,128.392,129,92,166,12454,19.798,8.881,0.162,1.804
ID892,892,0,-1,301.054,152.950,0,17,17,5,1,-10921639,128.124,130,85,168,12428,20.188,8.907,0.143,1.589
ID928,928,0,-1,300.519,151.346,0,18,18,5,1,-10921639,128.546,127,100,164,12469,17.048,8.878,0.167,2.162
ID967,967,0,-1,300.519,150.277,0,19,19,5,1,-10921639,127.392,128,93,162,12357,18.642,8.908,0.165,1.937
ID1003,1003,0,-1,301.589,151.346,0,20,20,5,1,-10921639,129.464,129,92,160,12558,16.852,8.868,0.159,2.102
ID1039,1039,0,-1,299.985,150.812,0,21,21,5,1,-10921639,125.433,127,88,159,12167,19.714,8.890,0.163,1.785
ID1075,1075,0,-1,302.658,150.277,0,22,22,5,1,-10921639,127.186,129,83,163,12337,19.395,8.896,0.149,1.702
ID1111,1111,0,-1,301.589,151.346,0,23,23,5,1,-10921639,128.412,128,95,162,12456,16.279,8.902,0.160,2.172
ID1147,1147,0,-1,301.589,149.208,0,24,24,5,1,-10921639,124.670,124,83,162,12093,19.193,8.882,0.160,1.788
ID1183,1183,0,-1,301.589,150.277,0,25,25,5,1,-10921639,126.845,125,97,160,12304,16.321,8.902,0.160,2.141
ID1219,1219,0,-1,303.193,149.208,0,26,26,5,1,-10921639,125.804,126,88,160,12203,18.609,8.885,0.156,1.823
ID1255,1255,0,-1,302.123,148.673,0,27,27,5,1,-10921639,126.268,127,97,156,12248,16.589,8.873,0.162,2.127
ID1291,1291,0,-1,303.193,148.673,0,28,28,5,1,-10921639,127.660,128,93,162,12383,16.570,8.890,0.159,2.118
ID1327,1327,0,-1,302.123,147.069,0,29,29,5,1,-10921639,120.443,120,81,159,11683,21.868,8.864,0.159,1.511
ID1366,1366,0,-1,303.193,148.138,0,30,30,5,1,-10921639,124.639,126,88,157,12090,18.349,8.860,0.161,1.887
ID1399,1399,0,-1,302.123,147.604,0,31,31,5,1,-10921639,123.773,126,92,158,12006,18.091,8.868,0.164,1.927
ID1438,1438,0,-1,302.123,147.604,0,32,32,5,1,-10921639,123.433,125,93,155,11973,17.722,8.864,0.163,1.950
ID1474,1474,0,-1,302.123,147.604,0,33,33,5,1,-10921639,121.990,122,89,156,11833,18.913,8.871,0.159,1.768
ID1510,1510,0,-1,302.658,147.069,0,34,34,5,1,-10921639,122.041,122,82,159,11838,19.630,8.862,0.164,1.749
ID1546,1546,0,-1,303.193,148.138,0,35,35,5,1,-10921639,124.062,124,93,157,12034,16.566,8.871,0.160,2.064
ID1582,1582,0,-1,302.658,148.138,0,36,36,5,1,-10921639,123.639,124,90,153,11993,17.280,8.870,0.155,1.923
ID1618,1618,0,-1,303.727,149.742,0,37,37,5,1,-10921639,125.515,128,93,152,12175,16.139,8.946,0.124,1.712
ID1654,1654,0,-1,305.866,152.950,0,38,38,5,1,-10921639,127.392,129,92,161,12357,16.449,19.000,0.093,1.319
ID1681,1681,0,-1,306.935,148.138,0,39,39,5,1,-10921639,121.680,124,81,152,11803,18.509,8.879,0.141,1.623
ID1726,1726,0,-1,305.866,146.534,0,40,40,5,1,-10921639,121.021,122,87,154,11739,17.251,8.849,0.154,1.871
ID1762,1762,0,-1,307.470,148.138,0,41,41,5,1,-10921639,122.536,121,83,151,11886,15.569,8.879,0.146,2.004
ID1789,1789,0,-1,308.539,149.208,0,42,42,5,1,-10921639,119.206,124,68,148,11563,20.116,8.882,0.127,1.331
ID1834,1834,0,-1,308.539,150.277,0,43,43,5,1,-10921639,120.423,125,75,151,11681,19.556,8.911,0.120,1.323
ID1870,1870,0,-1,307.470,149.742,0,44,44,5,1,-10921639,123.619,125,95,149,11991,13.543,8.904,0.136,2.191
ID1906,1906,0,-1,308.005,149.742,0,45,45,5,1,-10921639,121.856,124,82,150,11820,16.499,8.877,0.143,1.848
ID1942,1942,0,-1,309.074,149.742,0,46,46,5,1,-10921639,118.567,122,73,149,11501,20.166,8.860,0.140,1.441
ID1978,1978,0,-1,308.005,151.346,0,47,47,5,1,-10921639,122.680,125,88,151,11900,15.630,8.877,0.147,2.013
ID2014,2014,0,-1,308.005,149.208,0,48,48,5,1,-10921639,114.794,114,77,152,11135,20.939,8.885,0.140,1.343
ID2050,2050,0,-1,308.539,150.812,0,49,49,5,1,-10921639,116.866,120,71,153,11336,21.293,8.881,0.136,1.314
ID2086,2086,0,-1,307.470,152.416,0,50,50,5,1,-10921639,121.629,122,93,151,11798,14.969,8.865,0.147,2.080
ID2122,2122,0,-1,306.935,151.881,0,51,51,5,1,-10921639,121.299,124,89,150,11766,16.259,8.834,0.150,1.943
ID2158,2158,0,-1,308.005,151.346,0,52,52,5,1,-10921639,115.979,117,77,151,11250,20.530,8.878,0.139,1.379
ID2194,2194,0,-1,306.401,153.485,0,53,53,5,1,-10921639,122.309,122,96,152,11864,14.496,8.875,0.149,2.187
ID2230,2230,0,-1,306.401,154.020,0,54,54,5,1,-10921639,122.082,122,92,149,11842,13.912,8.858,0.142,2.179
ID2266,2266,0,-1,307.470,153.485,0,55,55,5,1,-10921639,120.515,122,89,151,11690,16.797,8.886,0.149,1.856
ID2305,2305,0,-1,306.935,155.624,0,56,56,5,1,-10921639,119.722,121,84,153,11613,16.364,8.922,0.125,1.631
ID2338,2338,0,-1,306.401,155.624,0,57,57,5,1,-10921639,121.258,120,89,156,11762,14.690,8.863,0.139,2.013
ID2374,2374,0,-1,306.401,155.624,0,58,58,5,1,-10921639,121.113,121,88,151,11748,14.407,8.858,0.143,2.108
ID2410,2410,0,-1,306.935,155.624,0,59,59,5,1,-10921639,119.361,121,86,148,11578,16.193,8.868,0.141,1.821
ID2446,2446,0,-1,305.331,156.158,0,60,60,5,1,-10921639,119.619,119,86,148,11603,14.639,8.896,0.143,2.051
ID2482,2482,0,-1,305.866,155.624,0,61,61,5,1,-10921639,120.794,121,92,146,11717,14.383,8.863,0.150,2.191
ID2518,2518,0,-1,306.401,155.624,0,62,62,5,1,-10921639,120.278,121,92,146,11667,13.689,8.885,0.149,2.283
ID2548,2548,0,-1,307.470,155.624,0,63,63,5,1,-10921639,118.660,120,84,152,11510,16.704,8.888,0.143,1.780
ID2590,2590,0,-1,306.401,154.554,0,64,64,5,1,-10921639,119.371,119,91,146,11579,15.045,8.864,0.152,2.089
ID2626,2626,0,-1,306.401,155.089,0,65,65,5,1,-10921639,119.010,119,94,145,11544,14.603,8.866,0.150,2.121
ID2662,2662,0,-1,304.797,153.485,0,66,66,5,1,-10921639,113.175,110,85,146,10978,18.176,8.902,0.128,1.417
ID2698,2698,0,-1,305.331,154.020,0,67,67,5,1,-10921639,116.505,115,90,149,11301,16.338,8.901,0.144,1.798
ID2728,2728,0,-1,306.401,155.624,0,68,68,5,1,-10921639,119.608,119,87,150,11602,14.533,8.856,0.143,2.060
ID2770,2770,0,-1,306.935,154.554,0,69,69,5,1,-10921639,118.072,118,84,147,11453,15.473,8.850,0.147,1.950
ID2800,2800,0,-1,306.401,155.624,0,70,70,5,1,-10921639,119.010,118,91,146,11544,14.048,8.872,0.141,2.089
ID2842,2842,0,-1,306.401,155.089,0,71,71,5,1,-10921639,117.113,117,90,142,11360,14.077,8.875,0.143,2.076
ID2873,2873,0,-1,307.470,154.020,0,72,72,5,1,-10921639,116.443,117,87,144,11295,15.448,8.876,0.147,1.931
ID2918,2918,0,-1,306.935,155.089,0,73,73,5,1,-10921639,117.866,118,89,145,11433,14.215,8.846,0.147,2.129
ID2954,2954,0,-1,305.866,156.158,0,74,74,5,1,-10921639,117.423,116,91,142,11390,13.477,8.854,0.136,2.091
ID2990,2990,0,-1,306.935,156.158,0,75,75,5,1,-10921639,116.639,116,89,142,11314,13.204,8.844,0.139,2.161
ID3026,3026,0,-1,306.935,156.693,0,76,76,5,1,-10921639,116.742,117,92,142,11324,12.320,8.876,0.137,2.289
ID3062,3062,0,-1,309.074,157.228,0,77,77,5,1,-10921639,112.784,115,77,143,10940,16.748,8.886,0.142,1.679
ID3098,3098,0,-1,307.470,158.297,0,78,78,5,1,-10921639,116.000,117,84,141,11252,12.629,8.896,0.139,2.240
ID3134,3134,0,-1,306.935,157.762,0,79,79,5,1,-10921639,114.134,114,80,138,11071,13.013,8.877,0.141,2.169
ID3164,3164,0,-1,306.401,159.366,0,80,80,5,1,-10921639,114.206,114,84,140,11078,13.391,8.887,0.136,2.044
ID3200,3200,0,-1,305.866,157.762,0,81,81,5,1,-10921639,114.082,114,86,137,11066,12.989,8.878,0.141,2.164
ID3239,3239,0,-1,304.797,159.366,0,82,82,5,1,-10921639,114.515,114,91,142,11108,12.411,8.879,0.137,2.218
ID3275,3275,0,-1,305.331,158.297,0,83,83,5,1,-10921639,112.258,112,86,136,10889,13.372,8.883,0.129,1.914
ID3314,3314,0,-1,306.935,157.762,0,84,84,5,1,-10921639,107.299,107,75,141,10408,16.716,8.891,0.122,1.394
ID3353,3353,0,-1,303.193,161.505,0,85,85,5,1,-10921639,109.742,111,77,134,10645,14.946,8.836,0.127,1.652
ID3389,3389,0,-1,302.658,160.970,0,86,86,5,1,-10921639,107.732,109,80,133,10450,14.688,8.827,0.124,1.621
ID3425,3425,0,-1,302.658,160.970,0,87,87,5,1,-10921639,106.526,107,78,132,10333,15.100,8.845,0.122,1.539
ID3461,3461,0,-1,302.123,161.505,0,88,88,5,1,-10921639,107.577,108,81,132,10435,13.801,8.841,0.127,1.751
ID3497,3497,0,-1,301.054,162.040,0,89,89,5,1,-10921639,107.784,107,80,133,10455,12.833,8.853,0.129,1.915
ID3533,3533,0,-1,299.985,163.109,0,90,90,5,1,-10921639,107.464,109,78,132,10424,13.036,8.871,0.125,1.835
ID3573,3573,0,-1,301.589,163.644,0,91,91,5,1,-10921639,99.794,102,67,133,9680,18.898,8.856,0.097,0.938
ID3609,3609,0,-1,301.054,162.574,0,92,92,5,1,-10921639,103.680,106,70,133,10057,16.224,8.851,0.122,1.388
ID3645,3645,0,-1,299.450,162.574,0,93,93,5,1,-10921639,106.103,105,80,134,10292,12.659,8.868,0.128,1.908
ID3681,3681,0,-1,299.985,162.040,0,94,94,5,1,-10921639,103.072,102,79,133,9998,13.685,8.873,0.118,1.590
ID3717,3717,0,-1,298.915,162.040,0,95,95,5,1,-10921639,102.918,100,79,131,9983,14.546,8.849,0.122,1.536
ID3753,3753,0,-1,298.915,163.109,0,96,96,5,1,-10921639,100.567,100,77,129,9755,14.964,8.866,0.118,1.414
ID3789,3789,0,-1,295.707,163.644,0,97,97,5,1,-10921639,102.206,102,76,134,9914,14.047,8.835,0.134,1.718
ID3825,3825,0,-1,295.173,164.178,0,98,98,5,1,-10921639,101.639,101,78,127,9859,14.203,8.849,0.136,1.709
ID3861,3861,0,-1,295.707,163.109,0,99,99,5,1,-10921639,95.639,91,70,128,9277,17.201,8.895,0.101,1.023
ID3897,3897,0,-1,293.034,165.782,0,100,100,5,1,-10921639,102.000,103,68,128,9894,13.437,8.848,0.145,1.927
ID3933,3933,0,-1,293.034,166.317,0,101,101,5,1,-10921639,100.010,99,73,129,9701,15.184,8.859,0.132,1.538
ID3969,3969,0,-1,291.964,168.990,0,102,102,5,1,-10921639,100.206,102,65,129,9720,16.935,8.851,0.130,1.363
ID4005,4005,0,-1,290.360,168.990,0,103,103,5,1,-10921639,100.845,101,70,129,9782,14.039,8.867,0.150,1.869
ID4041,4041,0,-1,288.756,171.664,0,104,104,5,1,-10921639,98.660,100,70,129,9570,14.354,8.857,0.134,1.629
ID4077,4077,0,-1,290.360,170.594,0,105,105,5,1,-10921639,96.866,97,63,123,9396,15.711,8.823,0.131,1.426
ID4113,4113,0,-1,287.687,172.733,0,106,106,5,1,-10921639,97.979,99,69,125,9504,13.658,8.853,0.145,1.821
ID4149,4149,0,-1,286.618,174.337,0,107,107,5,1,-10921639,97.082,97,64,124,9417,15.206,8.851,0.146,1.630
ID4185,4185,0,-1,285.548,175.941,0,108,108,5,1,-10921639,98.196,98,64,125,9525,14.602,8.845,0.135,1.597
ID4225,4225,0,-1,285.548,175.941,0,109,109,5,1,-10921639,96.330,97,62,122,9344,15.543,8.788,0.127,1.393
ID4261,4261,0,-1,283.944,178.614,0,110,110,5,1,-10921639,96.299,98,63,123,9341,15.394,8.835,0.143,1.564
ID4297,4297,0,-1,283.944,177.545,0,111,111,5,1,-10921639,95.619,97,65,124,9275,14.759,8.832,0.155,1.742
ID4333,4333,0,-1,282.875,180.218,0,112,112,5,1,-10921639,95.536,96,64,123,9267,15.096,8.868,0.158,1.726
ID4369,4369,0,-1,282.340,180.218,0,113,113,5,1,-10921639,95.866,95,71,125,9299,13.521,8.854,0.163,1.987
ID4405,4405,0,-1,282.340,180.753,0,114,114,5,1,-10921639,93.845,93,64,122,9103,15.055,8.811,0.160,1.722
ID4441,4441,0,-1,282.875,181.288,0,115,115,5,1,-10921639,90.216,88,58,122,8751,18.243,8.875,0.150,1.291
ID4477,4477,0,-1,281.271,182.357,0,116,116,5,1,-10921639,94.495,94,69,126,9166,13.853,8.852,0.162,1.905
ID4513,4513,0,-1,281.806,182.892,0,117,117,5,1,-10921639,91.670,93,60,123,8892,17.200,8.838,0.157,1.443
ID4546,4546,0,-1,280.202,184.496,0,118,118,5,1,-10921639,93.412,96,66,122,9061,14.001,8.881,0.162,1.857
ID4582,4582,0,-1,280.202,183.426,0,119,119,5,1,-10921639,92.216,92,67,123,8945,14.667,8.861,0.166,1.786
ID240,240,1,-1,464.663,202.140,0,0,0,5,1,-10921639,147.485,149,98,187,14306,24.011,8.916,0.222,2.229
ID273,273,1,-1,464.128,200.001,0,1,1,5,1,-10921639,139.938,139,95,188,13574,27.517,8.895,0.205,1.730
ID313,313,1,-1,464.663,199.467,0,2,2,5,1,-10921639,138.753,138,85,185,13459,29.410,8.902,0.196,1.544
ID349,349,1,-1,464.128,201.071,0,3,3,5,1,-10921639,144.351,148,86,187,14002,26.384,8.917,0.212,1.915
ID385,385,1,-1,463.059,198.932,0,4,4,5,1,-10921639,137.443,139,92,186,13332,28.678,8.895,0.200,1.599
ID428,428,1,-1,463.594,201.071,0,5,5,5,1,-10921639,144.814,146,86,188,14047,26.163,8.920,0.213,1.945
ID478,478,1,-1,464.663,199.467,0,6,6,5,1,-10921639,142.351,143,88,183,13808,26.081,8.899,0.209,1.887
ID514,514,1,-1,464.128,199.467,0,7,7,5,1,-10921639,140.959,141,96,186,13673,25.694,8.889,0.208,1.888
ID550,550,1,-1,464.128,199.467,0,8,8,5,1,-10921639,141.216,141,98,184,13698,25.314,8.885,0.206,1.910
ID586,586,1,-1,463.059,200.001,0,9,9,5,1,-10921639,139.144,140,86,184,13497,27.862,8.915,0.198,1.650
ID622,622,1,-1,464.128,200.001,0,10,10,5,1,-10921639,141.309,146,90,181,13707,24.021,8.915,0.207,2.015
ID658,658,1,-1,464.663,200.536,0,11,11,5,1,-10921639,145.990,149,91,185,14161,22.987,8.909,0.207,2.180
ID697,697,1,-1,463.594,197.863,0,12,12,5,1,-10921639,138.206,139,90,183,13406,27.137,8.875,0.199,1.690
ID730,730,1,-1,464.128,200.001,0,13,13,5,1,-10921639,143.938,147,89,190,13962,24.154,8.924,0.209,2.064
ID769,769,1,-1,463.594,200.001,0,14,14,5,1,-10921639,144.072,146,89,188,13975,23.903,8.921,0.210,2.093
ID802,802,1,-1,464.128,200.536,0,15,15,5,1,-10921639,142.278,148,83,185,13801,26.598,8.928,0.192,1.721
ID838,838,1,-1,465.732,197.863,0,16,16,5,1,-10921639,140.567,145,83,188,13635,27.561,8.889,0.170,1.484
ID874,874,1,-1,465.198,198.397,0,17,17,5,1,-10921639,141.887,142,93,186,13763,24.072,8.897,0.194,1.916
ID910,910,1,-1,465.198,200.001,0,18,18,5,1,-10921639,145.969,148,92,184,14159,21.376,8.913,0.202,2.296
ID946,946,1,-1,464.663,198.397,0,19,19,5,1,-10921639,142.629,145,96,180,13835,23.372,8.891,0.199,2.023
ID982,982,1,-1,463.059,196.793,0,20,20,5,1,-10921639,132.557,133,84,182,12858,29.094,8.891,0.182,1.402
ID1018,1018,1,-1,464.128,195.724,0,21,21,5,1,-10921639,131.536,131,84,184,12759,29.344,8.862,0.172,1.316
ID1054,1054,1,-1,464.663,198.932,0,22,22,5,1,-10921639,144.474,147,90,184,14014,21.434,8.910,0.202,2.270
ID1090,1090,1,-1,465.198,197.328,0,23,23,5,1,-10921639,139.371,140,99,182,13519,24.406,8.889,0.192,1.844
ID1126,1126,1,-1,465.732,197.863,0,24,24,5,1,-10921639,144.134,146,103,178,13981,21.017,8.901,0.193,2.219
ID1162,1162,1,-1,466.267,197.863,0,25,25,5,1,-10921639,144.278,146,95,183,13995,21.848,8.894,0.193,2.135
ID1198,1198,1,-1,465.198,196.259,0,26,26,5,1,-10921639,135.340,136,91,181,13128,26.014,8.866,0.182,1.606
ID1234,1234,1,-1,463.059,196.793,0,27,27,5,1,-10921639,130.134,133,78,182,12623,30.769,8.911,0.167,1.212
ID1270,1270,1,-1,465.198,197.863,0,28,28,5,1,-10921639,142.113,145,87,181,13785,23.258,8.902,0.193,1.973
ID1306,1306,1,-1,465.732,195.724,0,29,29,5,1,-10921639,136.990,139,90,184,13288,25.440,8.877,0.172,1.583
ID1342,1342,1,-1,465.732,196.793,0,30,30,5,1,-10921639,141.763,142,103,181,13751,21.974,8.900,0.189,2.051
ID1378,1378,1,-1,465.198,196.793,0,31,31,5,1,-10921639,140.155,142,93,180,13595,23.141,8.899,0.196,1.984
ID1414,1414,1,-1,465.732,196.793,0,32,32,5,1,-10921639,140.990,143,95,180,13676,22.176,8.898,0.188,2.016
ID1450,1450,1,-1,466.267,196.259,0,33,33,5,1,-10921639,136.423,138,89,182,13233,25.477,8.864,0.178,1.620
ID1486,1486,1,-1,465.732,195.724,0,34,34,5,1,-10921639,136.320,138,91,179,13223,25.011,8.874,0.177,1.636
ID1522,1522,1,-1,465.198,196.259,0,35,35,5,1,-10921639,134.928,133,87,179,13088,25.481,8.874,0.184,1.646
ID1558,1558,1,-1,464.663,195.724,0,36,36,5,1,-10921639,134.722,133,87,178,13068,25.307,8.881,0.183,1.644
ID1594,1594,1,-1,464.663,196.793,0,37,37,5,1,-10921639,138.866,142,88,178,13470,24.038,8.894,0.192,1.861
ID1630,1630,1,-1,465.732,196.793,0,38,38,5,1,-10921639,140.474,139,102,178,13626,21.207,8.904,0.184,2.062
ID1666,1666,1,-1,466.802,195.724,0,39,39,5,1,-10921639,137.742,140,94,177,13361,22.706,8.865,0.164,1.706
ID1702,1702,1,-1,467.871,195.724,0,40,40,5,1,-10921639,137.804,140,95,179,13367,23.495,8.848,0.144,1.475
ID1738,1738,1,-1,467.871,194.120,0,41,41,5,1,-10921639,128.753,126,79,179,12489,28.408,8.813,0.126,1.012
ID1774,1774,1,-1,465.732,194.120,0,42,42,5,1,-10921639,128.526,128,82,179,12467,28.141,8.853,0.161,1.263
ID1810,1810,1,-1,467.336,195.724,0,43,43,5,1,-10921639,138.887,142,95,179,13472,22.107,8.879,0.173,1.856
ID1846,1846,1,-1,466.802,195.724,0,44,44,5,1,-10921639,138.794,145,92,179,13463,21.942,8.873,0.169,1.832
ID1882,1882,1,-1,466.267,195.724,0,45,45,5,1,-10921639,139.082,142,95,177,13491,21.339,8.886,0.184,2.026
ID1918,1918,1,-1,467.336,194.655,0,46,46,5,1,-10921639,135.124,134,90,175,13107,23.659,8.854,0.161,1.587
ID1954,1954,1,-1,467.336,193.051,0,47,47,5,1,-10921639,123.309,118,70,176,11961,30.136,8.849,0.129,0.937
ID1990,1990,1,-1,467.336,194.120,0,48,48,5,1,-10921639,130.495,130,83,176,12658,26.022,8.853,0.157,1.361
ID2026,2026,1,-1,466.802,193.585,0,49,49,5,1,-10921639,130.392,128,83,177,12648,26.199,8.840,0.155,1.336
ID2062,2062,1,-1,466.267,195.189,0,50,50,5,1,-10921639,134.887,133,91,173,13084,22.574,8.889,0.180,1.825
ID2101,2101,1,-1,466.267,194.655,0,51,51,5,1,-10921639,135.402,134,96,175,13134,22.022,8.891,0.182,1.892
ID2134,2134,1,-1,465.732,194.655,0,52,52,5,1,-10921639,135.247,135,97,177,13119,22.305,8.893,0.182,1.871
ID2170,2170,1,-1,466.802,195.189,0,53,53,5,1,-10921639,135.959,137,93,174,13188,22.710,8.882,0.174,1.771
ID2209,2209,1,-1,467.336,194.655,0,54,54,5,1,-10921639,136.113,137,92,173,13203,22.261,8.874,0.175,1.820
ID2242,2242,1,-1,466.267,195.724,0,55,55,5,1,-10921639,138.814,142,94,175,13465,20.191,8.909,0.187,2.163
ID2281,2281,1,-1,466.802,194.120,0,56,56,5,1,-10921639,131.165,131,84,176,12723,25.227,8.856,0.160,1.437
ID2320,2320,1,-1,466.802,193.585,0,57,57,5,1,-10921639,130.990,129,85,173,12706,25.067,8.855,0.159,1.433
ID2353,2353,1,-1,466.267,194.120,0,58,58,5,1,-10921639,130.753,130,90,173,12683,24.373,8.875,0.171,1.571
ID2389,2389,1,-1,467.871,194.120,0,59,59,5,1,-10921639,130.598,131,88,172,12668,24.184,8.843,0.150,1.413
ID2425,2425,1,-1,467.871,193.585,0,60,60,5,1,-10921639,132.021,132,93,173,12806,23.563,8.859,0.162,1.559
ID2461,2461,1,-1,467.336,194.120,0,61,61,5,1,-10921639,133.835,132,94,168,12982,22.534,8.879,0.177,1.785
ID2497,2497,1,-1,467.871,194.120,0,62,62,5,1,-10921639,135.031,134,98,171,13098,21.098,8.884,0.167,1.835
ID2533,2533,1,-1,467.871,194.120,0,63,63,5,1,-10921639,134.763,132,99,170,13072,21.226,8.873,0.165,1.802
ID2569,2569,1,-1,468.406,194.120,0,64,64,5,1,-10921639,135.103,133,101,169,13105,21.075,8.869,0.163,1.798
ID2605,2605,1,-1,467.336,194.120,0,65,65,5,1,-10921639,134.907,135,92,169,13086,21.173,8.894,0.180,1.946
ID2641,2641,1,-1,467.336,193.585,0,66,66,5,1,-10921639,134.639,138,90,168,13060,20.899,8.899,0.182,1.982
ID2677,2677,1,-1,468.940,193.051,0,67,67,5,1,-10921639,129.124,129,81,168,12525,24.161,8.878,0.152,1.408
ID2713,2713,1,-1,468.406,193.051,0,68,68,5,1,-10921639,129.938,132,83,168,12604,23.880,8.883,0.172,1.594
ID2749,2749,1,-1,468.406,194.120,0,69,69,5,1,-10921639,132.093,134,87,167,12813,21.937,8.891,0.187,1.894
ID2785,2785,1,-1,468.940,194.655,0,70,70,5,1,-10921639,133.948,133,94,167,12993,19.964,8.908,0.182,2.062
ID2821,2821,1,-1,468.406,193.051,0,71,71,5,1,-10921639,126.165,128,79,165,12238,25.241,8.895,0.180,1.522
ID2857,2857,1,-1,467.871,193.585,0,72,72,5,1,-10921639,130.515,132,83,166,12660,22.621,8.896,0.191,1.850
ID2897,2897,1,-1,468.406,194.120,0,73,73,5,1,-10921639,130.691,132,84,169,12677,22.440,8.895,0.190,1.858
ID2933,2933,1,-1,469.475,194.655,0,74,74,5,1,-10921639,133.103,133,94,167,12911,20.082,8.893,0.194,2.158
ID2969,2969,1,-1,470.010,194.655,0,75,75,5,1,-10921639,129.887,131,83,166,12599,22.849,8.918,0.182,1.747
ID3005,3005,1,-1,467.871,194.120,0,76,76,5,1,-10921639,130.093,131,82,166,12619,22.732,8.909,0.187,1.806
ID3041,3041,1,-1,468.406,194.120,0,77,77,5,1,-10921639,128.876,131,85,168,12501,22.088,8.900,0.186,1.833
ID3077,3077,1,-1,469.475,194.655,0,78,78,5,1,-10921639,132.433,132,97,165,12846,18.477,8.912,0.191,2.297
ID3113,3113,1,-1,469.475,194.655,0,79,79,5,1,-10921639,131.969,132,97,165,12801,19.301,8.904,0.191,2.197
ID3149,3149,1,-1,468.940,194.120,0,80,80,5,1,-10921639,128.072,127,89,161,12423,21.285,8.905,0.189,1.914
ID3185,3185,1,-1,470.010,194.120,0,81,81,5,1,-10921639,125.887,125,87,164,12211,22.464,8.900,0.182,1.727
ID3218,3218,1,-1,470.010,193.585,0,82,82,5,1,-10921639,126.052,125,88,165,12227,22.711,8.891,0.185,1.731
ID3260,3260,1,-1,470.544,193.051,0,83,83,5,1,-10921639,116.814,116,72,164,11331,26.375,8.890,0.157,1.199
ID3293,3293,1,-1,470.010,195.189,0,84,84,5,1,-10921639,128.010,129,89,162,12417,20.943,8.910,0.188,1.931
ID3335,3335,1,-1,472.148,195.189,0,85,85,5,1,-10921639,117.835,117,70,161,11430,25.661,8.892,0.157,1.247
ID255,255,2,-1,286.083,143.861,0,0,0,5,1,-10921639,124.155,127,83,156,12043,18.847,8.906,0.182,2.029
ID295,295,2,-1,288.756,142.792,0,1,1,5,1,-10921639,119.639,119,86,156,11605,20.065,8.869,0.165,1.689
ID331,331,2,-1,288.756,144.396,0,2,2,5,1,-10921639,119.175,118,81,157,11560,20.747,8.874,0.155,1.539
ID367,367,2,-1,289.291,143.861,0,3,3,5,1,-10921639,120.278,119,80,159,11667,19.533,8.867,0.161,1.703
ID403,403,2,-1,288.756,143.861,0,4,4,5,1,-10921639,120.784,122,83,151,11716,18.183,8.881,0.168,1.909
ID460,460,2,-1,290.360,144.930,0,5,5,5,1,-10921639,119.722,121,87,155,11613,19.103,8.847,0.142,1.560
ID496,496,2,-1,289.826,144.396,0,6,6,5,1,-10921639,118.062,118,82,158,11452,19.722,8.837,0.147,1.534
ID532,532,2,-1,287.152,145.465,0,7,7,5,1,-10921639,122.423,125,84,156,11875,17.911,8.907,0.179,2.071
